,freq,conf_low,conf_area
0,412.0,412.0,0.0
1,435.0,435.0,0.0
2,393.0,393.0,0.0
3,378.0,378.0,0.0
4,403.9407856137081,364.42214275182073,812.1670493870378
5,403.9407856137081,364.42214275182073,812.1670493870378
6,403.9407856137081,364.42214275182073,812.1670493870378
7,403.9407856137081,364.42214275182073,812.1670493870378
8,403.9407856137081,364.42214275182073,812.1670493870378
9,403.9407856137081,364.42214275182073,812.1670493870378
10,403.9407856137081,364.42214275182073,812.1670493870378
11,403.9407856137081,364.42214275182073,812.1670493870378
12,403.9407856137081,364.42214275182073,812.1670493870378
13,403.9407856137081,364.42214275182073,812.1670493870378
