,freq,conf_low,conf_area
0,69.0,69.0,0.0
1,154.0,154.0,0.0
2,115.0,115.0,0.0
3,119.0,119.0,0.0
4,109.18190198813494,52.29480304939779,280.24647370558887
5,109.18037203243851,52.27621911431724,280.3025346952958
6,109.17884210274948,52.25765015955223,280.3585985662083
7,109.17731219906737,52.23909616220329,280.41466531833476
8,109.17578232139157,52.220557099425655,280.4707349516831
9,109.17425246972158,52.202032948429,280.5268074662613
10,109.17272264405692,52.1835236864773,280.58288286207767
11,109.1711928443971,52.165029290888675,280.63896113914024
12,109.16966307074162,52.14654973903517,280.69504229745684
13,109.16813332308999,52.12808500834256,280.7511263370361
