,freq,conf_low,conf_area
0,54.0,54.0,0.0
1,29.0,29.0,0.0
2,17.0,17.0,0.0
3,15.0,15.0,0.0
4,25.138130944352653,9.322194869116684,77.10940981663022
5,25.138130944352653,9.322194869116684,77.10940981663022
6,25.138130944352653,9.322194869116684,77.10940981663022
7,25.138130944352653,9.322194869116684,77.10940981663022
8,25.138130944352653,9.322194869116684,77.10940981663022
9,25.138130944352653,9.322194869116684,77.10940981663022
10,25.138130944352653,9.322194869116684,77.10940981663022
11,25.138130944352653,9.322194869116684,77.10940981663022
12,25.138130944352653,9.322194869116684,77.10940981663022
13,25.138130944352653,9.322194869116684,77.10940981663022
